[2026-03-07 20:58:53] 🚀 1D 终极万维版启动 (N_BINS=10000)
[2026-03-07 21:15:31] [Worker] k1=np.float64(12.568114859289203) | MSE=57031.515217 | N=2211 | 997.6s
[2026-03-07 21:15:31] [Worker] k1=np.float64(11.419329098853506) | MSE=48122959.858375 | N=2194 | 997.8s
[2026-03-07 21:15:33] [Worker] k1=np.float64(8.562912250630202) | MSE=92585185.005578 | N=2179 | 999.4s
[2026-03-07 21:15:49] [Worker] k1=np.float64(6.060220576228412) | MSE=3491.508513 | N=2163 | 1015.9s
[2026-03-07 21:15:59] [Worker] k1=np.float64(14.952279891055712) | MSE=37710469.776634 | N=2221 | 1025.9s
[2026-03-07 21:16:01] [Worker] k1=np.float64(5.414047883118801) | MSE=6640.204468 | N=2153 | 1027.7s
[2026-03-07 21:16:32] [Worker] k1=np.float64(7.967077774298117) | MSE=101726.389304 | N=2169 | 1059.0s
[2026-03-07 21:16:39] [Worker] k1=np.float64(7.53027284853207) | MSE=2637684.393515 | N=2169 | 1065.5s
[2026-03-07 21:16:40] [Worker] k1=np.float64(13.67506948687668) | MSE=631288.347478 | N=2224 | 1066.9s
[2026-03-07 21:16:55] [Worker] k1=np.float64(7.151414530376375) | MSE=458521.019791 | N=2168 | 1081.8s
[2026-03-07 21:16:58] [Worker] k1=np.float64(9.682936023818304) | MSE=1749907.341902 | N=2196 | 1084.2s
[2026-03-07 21:17:02] [Worker] k1=np.float64(14.530177897961986) | MSE=140430.821500 | N=2211 | 1089.2s
[2026-03-07 21:17:04] [Worker] k1=np.float64(10.891686967703105) | MSE=1459.623920 | N=2193 | 1090.6s
[2026-03-07 21:17:13] [Worker] k1=np.float64(6.140142831618243) | MSE=57358.836973 | N=2168 | 1100.3s
[2026-03-07 21:17:18] [Worker] k1=np.float64(8.647267552867007) | MSE=47510.828081 | N=2184 | 1104.6s
[2026-03-07 21:17:29] [Worker] k1=np.float64(7.009668266195359) | MSE=574768.632332 | N=2156 | 1116.3s
[2026-03-07 21:17:40] [Worker] k1=np.float64(6.628792820973377) | MSE=103107.974025 | N=2167 | 1126.8s
[2026-03-07 21:17:40] [Worker] k1=np.float64(12.132620936945468) | MSE=593115.818495 | N=2202 | 1127.3s
[2026-03-07 21:18:21] [Worker] k1=np.float64(9.90705096367309) | MSE=877016.463697 | N=2185 | 1167.6s
[2026-03-07 21:18:24] [Worker] k1=np.float64(10.656685752097818) | MSE=3918781.257380 | N=2196 | 1170.5s
[2026-03-07 21:18:30] [Worker] k1=np.float64(8.806132848765479) | MSE=3698544.868132 | N=2187 | 1177.2s
[2026-03-07 21:18:33] [Worker] k1=np.float64(11.73151208081996) | MSE=4170488.166310 | N=2195 | 1180.1s
[2026-03-07 21:18:47] [Worker] k1=np.float64(14.4994783612245) | MSE=329376.381592 | N=2223 | 1193.7s
[2026-03-07 21:18:56] [Worker] k1=np.float64(10.379369007203607) | MSE=1257136.790944 | N=2185 | 1202.6s
[2026-03-07 21:19:00] [Worker] k1=np.float64(9.184285998652046) | MSE=584437.148162 | N=2181 | 1206.9s
[2026-03-07 21:19:34] [Worker] k1=np.float64(9.974740339680634) | MSE=48125.960088 | N=2183 | 1240.2s
[2026-03-07 21:19:44] [Worker] k1=np.float64(13.405468042734316) | MSE=149629.779031 | N=2213 | 1250.7s
[2026-03-07 21:20:41] [Worker] k1=np.float64(8.856881077572424) | MSE=1030792.298855 | N=2185 | 1308.2s
[2026-03-07 21:21:52] [Worker] k1=np.float64(7.461572029548131) | MSE=473882.109332 | N=2174 | 1378.8s
[2026-03-07 21:21:54] [Worker] k1=np.float64(10.413930029413784) | MSE=2942.052499 | N=2190 | 1381.0s
[2026-03-07 21:22:56] [Worker] k1=np.float64(7.193122923282316) | MSE=139427.369524 | N=2167 | 1442.4s
[2026-03-07 21:23:14] [Worker] k1=np.float64(6.52919927195712) | MSE=93850.239066 | N=2162 | 1460.4s
[2026-03-07 21:23:25] [Worker] k1=np.float64(11.250556942737735) | MSE=167576.202648 | N=2202 | 1472.2s
[2026-03-07 21:23:48] [Worker] k1=np.float64(13.46291590451584) | MSE=31448328.957918 | N=2215 | 1494.5s
[2026-03-07 21:24:12] [Worker] k1=np.float64(8.150099269839554) | MSE=12794.066645 | N=2177 | 1519.1s
[2026-03-07 21:24:36] [Worker] k1=np.float64(11.766677277125385) | MSE=387405.243630 | N=2202 | 1543.0s
[2026-03-07 21:24:47] [Worker] k1=np.float64(14.376528611285973) | MSE=38931.881841 | N=2221 | 1553.5s
[2026-03-07 21:25:12] [Worker] k1=np.float64(8.368377213926866) | MSE=312373.611050 | N=2174 | 1578.4s
[2026-03-07 21:25:38] [Worker] k1=np.float64(8.221504377459182) | MSE=15863592.917230 | N=2174 | 1604.1s
[2026-03-07 21:25:44] [Worker] k1=np.float64(14.665957543983664) | MSE=710988.900911 | N=2218 | 1610.8s
[2026-03-07 21:25:47] [Worker] k1=np.float64(10.548104382451355) | MSE=3516925.717529 | N=2195 | 1614.1s
[2026-03-07 21:25:50] [Worker] k1=np.float64(8.39747550020314) | MSE=2376655.430080 | N=2179 | 1616.8s
[2026-03-07 21:25:52] [Worker] k1=np.float64(11.82600342122161) | MSE=3351.208055 | N=2201 | 1618.5s
[2026-03-07 21:25:53] [Worker] k1=np.float64(6.396776309093993) | MSE=5185766.928645 | N=2164 | 1619.7s
[2026-03-07 21:26:09] [Worker] k1=np.float64(10.225759256504194) | MSE=86795.844977 | N=2190 | 1636.1s
[2026-03-07 21:26:13] [Worker] k1=np.float64(12.699038628572794) | MSE=1638286.753966 | N=2211 | 1639.6s
[2026-03-07 21:26:23] [Worker] k1=np.float64(8.504935747657571) | MSE=375349.635382 | N=2180 | 1649.3s
[2026-03-07 21:26:26] [Worker] k1=np.float64(6.43458166925493) | MSE=17191382.794664 | N=2174 | 1652.8s
[2026-03-07 21:26:29] [Worker] k1=np.float64(7.285557712620603) | MSE=28966.602890 | N=2175 | 1655.4s
[2026-03-07 21:26:29] [Worker] k1=np.float64(12.456102829356222) | MSE=170348.695255 | N=2206 | 1655.9s
[2026-03-07 21:26:30] [Worker] k1=np.float64(8.192542668837342) | MSE=642824.807281 | N=2177 | 1656.9s
[2026-03-07 21:26:35] [Worker] k1=np.float64(14.124270745468689) | MSE=893104.688238 | N=2217 | 1661.7s
[2026-03-07 21:26:39] [Worker] k1=np.float64(10.80848065550912) | MSE=2072177.144087 | N=2191 | 1666.0s
[2026-03-07 21:26:42] [Worker] k1=np.float64(6.915927486492203) | MSE=4311.119989 | N=2165 | 1668.5s
[2026-03-07 21:26:43] [Worker] k1=np.float64(11.243537489782305) | MSE=220690.667828 | N=2198 | 1669.2s
[2026-03-07 21:27:01] [Worker] k1=np.float64(5.801424656334882) | MSE=1007389.987358 | N=2151 | 1687.4s
[2026-03-07 21:27:04] [Worker] k1=np.float64(12.329564348176554) | MSE=4564.002075 | N=2200 | 1690.6s
[2026-03-07 21:27:06] [Worker] k1=np.float64(10.111344311195444) | MSE=3733693.023346 | N=2180 | 1692.4s
[2026-03-07 21:27:08] [Worker] k1=np.float64(6.711259031833119) | MSE=1274399.056330 | N=2158 | 1694.7s
[2026-03-07 21:27:12] [Worker] k1=np.float64(6.343721588388581) | MSE=2455806.187604 | N=2168 | 1698.9s
[2026-03-07 21:27:16] [Worker] k1=np.float64(5.475375284188926) | MSE=92707.478066 | N=2154 | 1702.3s
[2026-03-07 21:27:18] [Worker] k1=np.float64(13.089395820664304) | MSE=48104.197849 | N=2209 | 1705.3s
[2026-03-07 21:27:22] [Worker] k1=np.float64(13.567674769106711) | MSE=1175.880203 | N=2212 | 1708.6s
[2026-03-07 21:27:22] [Worker] k1=np.float64(13.320115026567027) | MSE=809070.792738 | N=2217 | 1708.9s
[2026-03-07 21:27:24] [Worker] k1=np.float64(5.2153699675514815) | MSE=5343.925812 | N=2155 | 1710.8s
[2026-03-07 21:27:25] [Worker] k1=np.float64(12.222297733084254) | MSE=446908.769216 | N=2213 | 1712.2s
[2026-03-07 21:27:26] [Worker] k1=np.float64(7.44622851828874) | MSE=43814.563512 | N=2172 | 1713.2s
[2026-03-07 21:27:28] [Worker] k1=np.float64(14.76527549877816) | MSE=19133324.583377 | N=2216 | 1714.9s
[2026-03-07 21:27:29] [Worker] k1=np.float64(13.59191700637049) | MSE=1158657.857018 | N=2213 | 1715.4s
[2026-03-07 21:27:29] [Worker] k1=np.float64(9.773508139397478) | MSE=2105226.497177 | N=2188 | 1715.9s
[2026-03-07 21:27:30] [Worker] k1=np.float64(7.359650847257725) | MSE=286405.461760 | N=2170 | 1716.6s
[2026-03-07 21:27:30] [Worker] k1=np.float64(14.836040857848849) | MSE=440928.276678 | N=2216 | 1717.0s
[2026-03-07 21:27:32] [Worker] k1=np.float64(7.6616584379699715) | MSE=473372.834530 | N=2170 | 1718.7s
[2026-03-07 21:27:32] [Worker] k1=np.float64(5.835295576451913) | MSE=2440583.113884 | N=2159 | 1719.0s
[2026-03-07 21:27:35] [Worker] k1=np.float64(9.238955805944872) | MSE=4941529.639689 | N=2182 | 1721.7s
[2026-03-07 21:27:35] [Worker] k1=np.float64(9.564034025908214) | MSE=630326.861458 | N=2182 | 1721.9s
[2026-03-07 21:27:38] [Worker] k1=np.float64(14.327476515937771) | MSE=2486592.467706 | N=2213 | 1724.4s
[2026-03-07 21:27:38] [Worker] k1=np.float64(12.75010776219523) | MSE=2525.733230 | N=2208 | 1724.7s
[2026-03-07 21:27:41] [Worker] k1=np.float64(8.93625616891619) | MSE=427452.937411 | N=2184 | 1728.1s
[2026-03-07 21:27:48] [Worker] k1=np.float64(6.56280834613408) | MSE=6999.266180 | N=2169 | 1734.4s
[2026-03-07 21:27:50] [Worker] k1=np.float64(10.02997430619751) | MSE=691223.902667 | N=2189 | 1736.4s
[2026-03-07 21:27:51] [Worker] k1=np.float64(10.895064954351145) | MSE=1717.647964 | N=2192 | 1737.3s
[2026-03-07 21:27:52] [Worker] k1=np.float64(8.025567632086823) | MSE=69997268.326365 | N=2173 | 1738.7s
[2026-03-07 21:27:54] [Worker] k1=np.float64(9.29053299572432) | MSE=166698.660202 | N=2180 | 1740.7s
[2026-03-07 21:28:00] [Worker] k1=np.float64(5.7393471952528765) | MSE=321519.208064 | N=2162 | 1746.7s
[2026-03-07 21:28:05] [Worker] k1=np.float64(8.333581320948936) | MSE=169234.500687 | N=2185 | 1751.3s
[2026-03-07 21:28:05] [Worker] k1=np.float64(5.4935194470957285) | MSE=458096.405125 | N=2166 | 1752.2s
[2026-03-07 21:28:08] [Worker] k1=np.float64(8.114297397067638) | MSE=402405.578864 | N=2173 | 1755.1s
[2026-03-07 21:28:08] [Worker] k1=np.float64(13.906864677521229) | MSE=145142.729702 | N=2216 | 1755.2s
[2026-03-07 21:28:11] [Worker] k1=np.float64(11.127357982350464) | MSE=384075.715219 | N=2198 | 1758.0s
[2026-03-07 21:28:21] [Worker] k1=np.float64(12.00198412958462) | MSE=122414.247421 | N=2201 | 1767.3s
[2026-03-07 21:28:22] [Worker] k1=np.float64(6.93893844202754) | MSE=75561.859479 | N=2172 | 1768.6s
[2026-03-07 21:28:24] [Worker] k1=np.float64(12.954687665245132) | MSE=64807.117237 | N=2206 | 1770.9s
[2026-03-07 21:28:24] [Worker] k1=np.float64(12.267157161831987) | MSE=228455.893857 | N=2205 | 1771.1s
[2026-03-07 21:28:31] [Worker] k1=np.float64(11.072886325845442) | MSE=446030.530958 | N=2193 | 1777.4s
[2026-03-07 21:28:35] [Worker] k1=np.float64(8.884901744572531) | MSE=85264.122051 | N=2175 | 1781.6s
[2026-03-07 21:28:39] [Worker] k1=np.float64(6.689338389633527) | MSE=55574.567684 | N=2165 | 1785.6s
[2026-03-07 21:28:42] [Worker] k1=np.float64(12.401501636087055) | MSE=6521.755271 | N=2214 | 1789.3s
[2026-03-07 21:28:44] [Worker] k1=np.float64(7.940258474946077) | MSE=3481937.088580 | N=2182 | 1790.4s
[2026-03-07 21:28:46] [Worker] k1=np.float64(13.241000846088486) | MSE=265951.406113 | N=2209 | 1792.8s
[2026-03-07 21:28:47] [Worker] k1=np.float64(10.335723051652447) | MSE=20423.930405 | N=2190 | 1794.1s
[2026-03-07 21:28:57] [Worker] k1=np.float64(9.05953449241605) | MSE=2872859.097198 | N=2174 | 1803.3s
[2026-03-07 21:29:00] [Worker] k1=np.float64(6.337264108343804) | MSE=530119.498970 | N=2160 | 1806.8s
[2026-03-07 21:29:01] [Worker] k1=np.float64(11.575041175042365) | MSE=7466.575297 | N=2209 | 1808.2s
[2026-03-07 21:29:02] [Worker] k1=np.float64(7.4074191651350905) | MSE=4836938.968855 | N=2167 | 1808.8s
[2026-03-07 21:29:05] [Worker] k1=np.float64(9.438278753053154) | MSE=165609.157286 | N=2185 | 1811.7s
[2026-03-07 21:29:05] [Worker] k1=np.float64(7.622629913682075) | MSE=87405.306433 | N=2172 | 1811.6s
[2026-03-07 21:29:05] [Worker] k1=np.float64(12.016450453540344) | MSE=432981.348024 | N=2216 | 1811.9s
[2026-03-07 21:29:06] [Worker] k1=np.float64(11.69198925825261) | MSE=409060.872164 | N=2211 | 1812.3s
[2026-03-07 21:29:10] [Worker] k1=np.float64(5.266438751026658) | MSE=79812.111410 | N=2157 | 1817.0s
[2026-03-07 21:29:10] [Worker] k1=np.float64(9.635292180715883) | MSE=737087.876351 | N=2188 | 1817.1s
[2026-03-07 21:29:11] [Worker] k1=np.float64(5.9436833140639775) | MSE=1459307.220328 | N=2157 | 1818.0s
[2026-03-07 21:29:12] [Worker] k1=np.float64(12.320269516386025) | MSE=108846.269248 | N=2209 | 1818.2s
[2026-03-07 21:29:12] [Worker] k1=np.float64(5.5493865443794546) | MSE=3355.312444 | N=2154 | 1818.3s
[2026-03-07 21:29:13] [Worker] k1=np.float64(14.797634720482884) | MSE=8189751.862605 | N=2213 | 1819.4s
[2026-03-07 21:29:14] [Worker] k1=np.float64(6.804936531813067) | MSE=47389.755430 | N=2162 | 1820.3s
[2026-03-07 21:29:14] [Worker] k1=np.float64(8.444446359257455) | MSE=10242.114021 | N=2180 | 1820.3s
[2026-03-07 21:29:14] [Worker] k1=np.float64(13.729920833091544) | MSE=10139.484165 | N=2214 | 1820.6s
[2026-03-07 21:29:14] [Worker] k1=np.float64(10.047019465063752) | MSE=18111.635089 | N=2191 | 1820.9s
[2026-03-07 21:29:16] [Worker] k1=np.float64(9.863780703767459) | MSE=718145.908153 | N=2187 | 1822.4s
[2026-03-07 21:29:16] [Worker] k1=np.float64(11.054018919330176) | MSE=56996.108392 | N=2201 | 1822.7s
[2026-03-07 21:29:17] [Worker] k1=np.float64(11.878999395387662) | MSE=1203430.486519 | N=2200 | 1824.0s
[2026-03-07 21:29:18] [Worker] k1=np.float64(6.47538082468813) | MSE=1273956.169299 | N=2158 | 1824.7s
[2026-03-07 21:29:19] [Worker] k1=np.float64(14.031579204275392) | MSE=1379581.611450 | N=2218 | 1826.0s
[2026-03-07 21:29:19] [Worker] k1=np.float64(13.517184513597417) | MSE=3364.158960 | N=2213 | 1826.2s
[2026-03-07 21:29:20] [Worker] k1=np.float64(5.150873240065213) | MSE=1923067.806217 | N=2160 | 1826.7s
[2026-03-07 21:29:20] [Worker] k1=np.float64(8.743301814756734) | MSE=3097.318251 | N=2181 | 1827.1s
[2026-03-07 21:29:22] [Worker] k1=np.float64(6.772395749102381) | MSE=181586.427635 | N=2169 | 1828.1s
[2026-03-07 21:29:22] [Worker] k1=np.float64(10.166200512323512) | MSE=4867.289985 | N=2190 | 1829.1s
[2026-03-07 21:29:24] [Worker] k1=np.float64(12.539432344291967) | MSE=90868.888980 | N=2209 | 1830.2s
[2026-03-07 21:29:24] [Worker] k1=np.float64(13.877647499000384) | MSE=37066.465015 | N=2219 | 1830.8s
[2026-03-07 21:29:26] [Worker] k1=np.float64(7.578222851315003) | MSE=1464667.228241 | N=2173 | 1832.8s
[2026-03-07 21:29:27] [Worker] k1=np.float64(8.593913575743588) | MSE=128636.376413 | N=2182 | 1833.3s
[2026-03-07 21:29:27] [Worker] k1=np.float64(14.447151713338155) | MSE=55162.722618 | N=2215 | 1833.9s
[2026-03-07 21:29:28] [Worker] k1=np.float64(12.444754005952554) | MSE=1736447.417121 | N=2212 | 1834.5s
[2026-03-07 21:29:29] [Worker] k1=np.float64(11.495301784653185) | MSE=198998.839031 | N=2198 | 1835.3s
[2026-03-07 21:29:29] [Worker] k1=np.float64(11.314702352983794) | MSE=1046374.159087 | N=2205 | 1836.0s
[2026-03-07 21:29:30] [Worker] k1=np.float64(5.297021489782466) | MSE=1084900.031566 | N=2151 | 1836.3s
[2026-03-07 21:29:30] [Worker] k1=np.float64(10.60924246771605) | MSE=151866.467549 | N=2179 | 1836.3s
[2026-03-07 21:29:30] [Worker] k1=np.float64(9.720534804780467) | MSE=5990.705177 | N=2191 | 1837.1s
[2026-03-07 21:29:32] [Worker] k1=np.float64(5.014319664515383) | MSE=2403.497813 | N=2149 | 1838.6s
[2026-03-07 21:29:33] [Worker] k1=np.float64(5.387168860277589) | MSE=62457465.446879 | N=2157 | 1839.5s
[2026-03-07 21:29:33] [Worker] k1=np.float64(13.986175826367408) | MSE=1636856.329443 | N=2215 | 1839.6s
[2026-03-07 21:29:33] [Worker] k1=np.float64(12.167003645864458) | MSE=67582578.838491 | N=2204 | 1839.6s
[2026-03-07 21:29:35] [Worker] k1=np.float64(9.259606583015245) | MSE=451469.579844 | N=2182 | 1841.7s
[2026-03-07 21:29:35] [Worker] k1=np.float64(6.867970871022354) | MSE=1143560.869884 | N=2158 | 1842.0s
[2026-03-07 21:29:36] [Worker] k1=np.float64(5.879261845810198) | MSE=19750639.103863 | N=2163 | 1842.7s
[2026-03-07 21:29:36] [Worker] k1=np.float64(5.697701594228231) | MSE=26189.346676 | N=2158 | 1842.7s
[2026-03-07 21:29:36] [Worker] k1=np.float64(10.697166547530326) | MSE=41639.434216 | N=2195 | 1842.9s
[2026-03-07 21:29:37] [Worker] k1=np.float64(7.710189135883418) | MSE=4989.359567 | N=2170 | 1843.6s
[2026-03-07 21:29:37] [Worker] k1=np.float64(12.945811888538088) | MSE=210936.348016 | N=2216 | 1843.6s
[2026-03-07 21:29:37] [Worker] k1=np.float64(5.066711508118586) | MSE=27384789.129725 | N=2155 | 1843.9s
[2026-03-07 21:29:37] [Worker] k1=np.float64(9.914285929574065) | MSE=7420.239098 | N=2192 | 1843.8s
[2026-03-07 21:29:37] [Worker] k1=np.float64(5.340848214038325) | MSE=44055.056130 | N=2158 | 1844.0s
[2026-03-07 21:29:37] [Worker] k1=np.float64(9.401497409295892) | MSE=47103.773061 | N=2182 | 1843.9s
[2026-03-07 21:29:37] [Worker] k1=np.float64(7.103039797589035) | MSE=62271.823920 | N=2168 | 1844.2s
[2026-03-07 21:29:38] [Worker] k1=np.float64(14.730703683063311) | MSE=1949.182723 | N=2218 | 1845.0s
[2026-03-07 21:29:39] [Worker] k1=np.float64(12.86057380145224) | MSE=7387407.128508 | N=2208 | 1845.7s
[2026-03-07 21:29:39] [Worker] k1=np.float64(9.337250393664664) | MSE=420352.721221 | N=2182 | 1846.1s
[2026-03-07 21:29:41] [Worker] k1=np.float64(7.859708167036089) | MSE=32105.917478 | N=2163 | 1847.2s
[2026-03-07 21:29:41] [Worker] k1=np.float64(12.995446047152395) | MSE=138584.087973 | N=2208 | 1847.7s
[2026-03-07 21:29:41] [Worker] k1=np.float64(11.35134598840131) | MSE=973391.035578 | N=2200 | 1847.8s
[2026-03-07 21:29:41] [Worker] k1=np.float64(8.048628978422109) | MSE=31934.374960 | N=2177 | 1848.0s
[2026-03-07 21:29:41] [Worker] k1=np.float64(13.13356300095487) | MSE=17103.616358 | N=2211 | 1848.1s
[2026-03-07 21:29:41] [Worker] k1=np.float64(10.78388071508045) | MSE=636316.883580 | N=2198 | 1848.2s
[2026-03-07 21:29:42] [Worker] k1=np.float64(11.432219995638636) | MSE=550779.001384 | N=2198 | 1848.1s
[2026-03-07 21:29:42] [Worker] k1=np.float64(9.07849319487138) | MSE=12555.715313 | N=2173 | 1848.5s
[2026-03-07 21:29:42] [Worker] k1=np.float64(11.620825430425997) | MSE=81259.244586 | N=2203 | 1848.7s
[2026-03-07 21:29:42] [Worker] k1=np.float64(14.072894714718768) | MSE=14367855.522601 | N=2225 | 1848.9s
[2026-03-07 21:29:42] [Worker] k1=np.float64(10.48132930827098) | MSE=887825.777572 | N=2188 | 1848.9s
[2026-03-07 21:29:43] [Worker] k1=np.float64(12.088398072538162) | MSE=565123.467065 | N=2210 | 1850.3s
[2026-03-07 21:29:45] [Worker] k1=np.float64(11.546039039848731) | MSE=812399.085712 | N=2201 | 1851.2s
[2026-03-07 21:29:45] [Worker] k1=np.float64(12.660957847160569) | MSE=645669.142210 | N=2212 | 1851.9s
[2026-03-07 21:29:46] [Worker] k1=np.float64(8.998810515696878) | MSE=16077.081368 | N=2175 | 1852.3s
[2026-03-07 21:29:46] [Worker] k1=np.float64(14.361266985067) | MSE=616810.597275 | N=2217 | 1852.7s
[2026-03-07 21:29:46] [Worker] k1=np.float64(11.17297494569206) | MSE=4932.329192 | N=2200 | 1852.8s
[2026-03-07 21:29:46] [Worker] k1=np.float64(13.077231788895189) | MSE=2548374.459400 | N=2203 | 1852.8s
[2026-03-07 21:29:47] [Worker] k1=np.float64(14.603966501284606) | MSE=127286.584478 | N=2216 | 1854.2s
[2026-03-08 13:53:03] 🚀 1D 终极万维版启动 (N_BINS=10000)
[2026-03-08 14:11:27] [Worker] k1=np.float64(12.79602529001165) | MSE=15110190.270885 | N=2209 | 1104.2s
[2026-03-08 14:11:28] [Worker] k1=np.float64(14.110037149740297) | MSE=149642.689802 | N=2221 | 1105.3s
[2026-03-08 14:11:36] [Worker] k1=np.float64(10.089634497643887) | MSE=9877453.250905 | N=2191 | 1112.5s
[2026-03-08 14:11:38] [Worker] k1=np.float64(10.195734731655207) | MSE=233368.304396 | N=2192 | 1114.9s
[2026-03-08 14:11:40] [Worker] k1=np.float64(9.345361265825044) | MSE=1903260.808019 | N=2180 | 1117.2s
[2026-03-08 14:11:42] [Worker] k1=np.float64(7.651986225125587) | MSE=1496085.494034 | N=2178 | 1118.5s
[2026-03-08 14:11:44] [Worker] k1=np.float64(9.541541941058469) | MSE=285358.185337 | N=2186 | 1120.5s
[2026-03-08 14:11:45] [Worker] k1=np.float64(13.495635461223937) | MSE=723339.442821 | N=2220 | 1122.0s
[2026-03-08 14:11:47] [Worker] k1=np.float64(10.80921593969309) | MSE=27952.346374 | N=2192 | 1124.1s
[2026-03-08 14:11:52] [Worker] k1=np.float64(11.800143602405536) | MSE=15668.728569 | N=2203 | 1128.7s
[2026-03-08 14:11:57] [Worker] k1=np.float64(6.929407543485278) | MSE=1928910.899077 | N=2165 | 1133.8s
[2026-03-08 14:12:04] [Worker] k1=np.float64(8.413122581467185) | MSE=1314199.266180 | N=2176 | 1141.5s
[2026-03-08 14:12:04] [Worker] k1=np.float64(8.099321792999422) | MSE=493146.931569 | N=2175 | 1141.5s
[2026-03-08 14:12:05] [Worker] k1=np.float64(6.587129146300384) | MSE=218904.263406 | N=2157 | 1141.6s
[2026-03-08 14:12:05] [Worker] k1=np.float64(7.992368693133701) | MSE=1538760.037299 | N=2167 | 1141.5s
[2026-03-08 14:12:08] [Worker] k1=np.float64(11.76044031639965) | MSE=268187.059527 | N=2204 | 1144.8s
[2026-03-08 14:12:17] [Worker] k1=np.float64(10.596003645105668) | MSE=279354.190515 | N=2195 | 1153.8s
[2026-03-08 14:12:22] [Worker] k1=np.float64(12.944296091570715) | MSE=33295641.535422 | N=2208 | 1158.5s
[2026-03-08 14:12:27] [Worker] k1=np.float64(7.938936396310085) | MSE=533385.470949 | N=2174 | 1163.7s
[2026-03-08 14:12:35] [Worker] k1=np.float64(5.178158271797987) | MSE=70466.734530 | N=2157 | 1171.8s
[2026-03-08 14:12:38] [Worker] k1=np.float64(5.269886763476869) | MSE=671721.364010 | N=2158 | 1174.6s
[2026-03-08 14:12:44] [Worker] k1=np.float64(13.108236220265631) | MSE=812703.888721 | N=2219 | 1181.4s
[2026-03-08 14:12:46] [Worker] k1=np.float64(13.97954184360038) | MSE=40791318.064966 | N=2212 | 1183.3s
[2026-03-08 14:12:46] [Worker] k1=np.float64(13.721890061908116) | MSE=1799559.511741 | N=2216 | 1183.4s
[2026-03-08 14:13:03] [Worker] k1=np.float64(14.043136053493896) | MSE=33425.692647 | N=2220 | 1200.1s
